bucket_lower,bucket_upper,bucket_value
0.395,0.396,9970
0.396,0.397,10049
0.397,0.398,10028
0.398,0.399,9884
0.399,0.4,10076
0.4,0.401,9982
0.401,0.402,9939
0.402,0.403,10060
0.403,0.404,9993
0.404,0.405,10049
0.405,0.406,9954
0.406,0.407,10007
0.407,0.408,9990
0.408,0.409,9995
0.409,0.41,10068
0.41,0.411,9898
0.411,0.412,9681
0.412,0.413,10556
0.413,0.414,9738
0.414,0.415,10084
0.415,0.416,10102
0.416,0.417,9824
0.417,0.418,9935
0.418,0.419,10128
0.419,0.42,10021
0.42,0.421,9983
0.421,0.422,10091
0.422,0.423,10097
0.423,0.424,9917
0.424,0.425,9946
0.425,0.426,9752
0.426,0.427,10768
0.427,0.428,9261
0.428,0.429,10069
0.429,0.43,9714
0.43,0.431,10428
0.431,0.432,10130
0.432,0.433,9800
0.433,0.434,10024
0.434,0.435,10005
0.435,0.436,10091
0.436,0.437,9865
0.437,0.438,10192
0.438,0.439,9997
0.439,0.44,9981
0.44,0.441,9503
0.441,0.442,10381
0.442,0.443,9815
0.443,0.444,10170
0.444,0.445,10029
0.445,0.446,9986
0.446,0.447,9965
0.447,0.448,10105
0.448,0.449,9955
0.449,0.45,9909
0.45,0.451,10040
0.451,0.452,9777
0.452,0.453,10166
0.453,0.454,10150
0.454,0.455,9939
0.455,0.456,9553
0.456,0.457,10778
0.457,0.458,10647
0.458,0.459,8985
0.459,0.46,10008
0.46,0.461,9774
0.461,0.462,10206
0.462,0.463,9876
0.463,0.464,10145
0.464,0.465,10362
0.465,0.466,9675
0.466,0.467,9987
0.467,0.468,9991
0.468,0.469,9960
0.469,0.47,9943
0.47,0.471,10057
0.471,0.472,9877
0.472,0.473,9529
0.473,0.474,11185
0.474,0.475,9636
0.475,0.476,9987
0.476,0.477,10559
0.477,0.478,9466
0.478,0.479,9549
0.479,0.48,10305
0.48,0.481,9859
0.481,0.482,10018
0.482,0.483,9768
0.483,0.484,10588
0.484,0.485,9706
0.485,0.486,9978
0.486,0.487,9878
0.487,0.488,10150
0.488,0.489,9569
0.489,0.49,10332
0.49,0.491,10156
0.491,0.492,9916
0.492,0.493,9902
0.493,0.494,10035
0.494,0.495,10241
0.495,0.496,9879
0.496,0.497,9990
0.497,0.498,10037
0.498,0.499,9681
0.499,0.5,10450
0.5,0.501,9635
0.501,0.502,10169
0.502,0.503,10048
0.503,0.504,10763
0.504,0.505,9009
0.505,0.506,10134
0.506,0.507,10030
0.507,0.508,10002
0.508,0.509,10328
0.509,0.51,9472
0.51,0.511,10742
0.511,0.512,9492
0.512,0.513,10600
0.513,0.514,7440
0.514,0.515,12530
0.515,0.516,9894
0.516,0.517,9751
0.517,0.518,11217
0.518,0.519,9467
0.519,0.52,7716
0.52,0.521,11379
0.521,0.522,10364
0.522,0.523,9562
0.523,0.524,10306
0.524,0.525,9997
0.525,0.526,9785
0.526,0.527,10734
0.527,0.528,8972
0.528,0.529,10153
0.529,0.53,10111
0.53,0.531,9920
0.531,0.532,9637
0.532,0.533,10861
0.533,0.534,8814
0.534,0.535,10410
0.535,0.536,10155
0.536,0.537,10588
0.537,0.538,9863
0.538,0.539,8731
0.539,0.54,10675
0.54,0.541,9876
0.541,0.542,11813
0.542,0.543,8769
0.543,0.544,9569
0.544,0.545,10241
0.545,0.546,10053
0.546,0.547,9957
0.547,0.548,10292
0.548,0.549,9782
0.549,0.55,9995
0.55,0.551,9043
0.551,0.552,11142
0.552,0.553,9330
0.553,0.554,10505
0.554,0.555,10093
0.555,0.556,9814
0.556,0.557,10434
0.557,0.558,10268
0.558,0.559,9451
0.559,0.56,10018
0.56,0.561,9941
0.561,0.562,10634
0.562,0.563,9350
0.563,0.564,10001
0.564,0.565,9993
0.565,0.566,10003
0.566,0.567,9983
0.567,0.568,10138
0.568,0.569,9860
0.569,0.57,10192
0.57,0.571,9752
0.571,0.572,10055
0.572,0.573,9982
0.573,0.574,10039
0.574,0.575,9981
0.575,0.576,9947
0.576,0.577,10252
0.577,0.578,10292
0.578,0.579,9208
0.579,0.58,10330
0.58,0.581,10096
0.581,0.582,9937
0.582,0.583,10002
0.583,0.584,9925
0.584,0.585,10001
0.585,0.586,9997
0.586,0.587,9959
0.587,0.588,10001
0.588,0.589,10136
0.589,0.59,9908
0.59,0.591,10036
0.591,0.592,9588
0.592,0.593,10384
0.593,0.594,9747
0.594,0.595,10417
0.595,0.596,10184
0.596,0.597,9739
0.597,0.598,9922
0.598,0.599,9992
0.599,0.6,10143
0.6,0.601,9910
0.601,0.602,9501
0.602,0.603,10465
0.603,0.604,9927
0.604,0.605,10374
0.605,0.606,9530
0.606,0.607,10133
0.607,0.608,9975
0.608,0.609,10221
0.609,0.61,9922
0.61,0.611,9954
0.611,0.612,9923
0.612,0.613,10027
0.613,0.614,9959
0.614,0.615,9865
0.615,0.616,10172
0.616,0.617,9981
0.617,0.618,10058
0.618,0.619,9985
0.619,0.62,9930
0.62,0.621,10139
0.621,0.622,9857
0.622,0.623,10540
0.623,0.624,9522
0.624,0.625,9924
0.625,0.626,10062
0.626,0.627,10186
0.627,0.628,9211
0.628,0.629,10563
0.629,0.63,10050
0.63,0.631,9840
0.631,0.632,9971
0.632,0.633,9623
0.633,0.634,10549
0.634,0.635,10410
0.635,0.636,9616
0.636,0.637,9945
0.637,0.638,10034
0.638,0.639,10354
0.639,0.64,9585
0.64,0.641,10060
0.641,0.642,10002
0.642,0.643,10003
0.643,0.644,10001
0.644,0.645,10004
0.645,0.646,10005
0.646,0.647,9993
0.647,0.648,9992
0.648,0.649,10043
0.649,0.65,9955
0.65,0.651,9998
0.651,0.652,10010
0.652,0.653,10002
0.653,0.654,10003
0.654,0.655,9997
0.655,0.656,10004
0.656,0.657,9984
0.657,0.658,10007
0.658,0.659,10006
0.659,0.66,9978
0.66,0.661,10020
0.661,0.662,10007
0.662,0.663,9990
0.663,0.664,9999
0.664,0.665,10000
0.665,0.666,10000
0.666,0.667,9967
0.667,0.668,10035
0.668,0.669,9999
0.669,0.67,10135
0.67,0.671,10191
0.671,0.672,9676
0.672,0.673,9995
0.673,0.674,10018
0.674,0.675,9984
0.675,0.676,9125
0.676,0.677,10879
0.677,0.678,9994
0.678,0.679,10017
0.679,0.68,9935
0.68,0.681,10039
0.681,0.682,10034
0.682,0.683,9928
0.683,0.684,10050
0.684,0.685,10012
0.685,0.686,9983
0.686,0.687,10002
0.687,0.688,10005
0.688,0.689,9997
0.689,0.69,10006
0.69,0.691,9999
0.691,0.692,10010
0.692,0.693,9987
0.693,0.694,10001
0.694,0.695,10000
0.695,0.696,10000
0.696,0.697,9989
0.697,0.698,10015
0.698,0.699,9905
0.699,0.7,10092
0.7,0.701,10001
0.701,0.702,9958
0.702,0.703,10062
0.703,0.704,10000
0.704,0.705,9975
0.705,0.706,10001
0.706,0.707,9991
0.707,0.708,10009
0.708,0.709,10010
0.709,0.71,9996
0.71,0.711,9981
0.711,0.712,10014
0.712,0.713,10001
0.713,0.714,9984
0.714,0.715,10027
0.715,0.716,9989
0.716,0.717,9989
0.717,0.718,10011
0.718,0.719,9995
0.719,0.72,10000
0.72,0.721,10014
0.721,0.722,9986
0.722,0.723,10006
0.723,0.724,9992
0.724,0.725,10006
0.725,0.726,9998
0.726,0.727,10009
0.727,0.728,9917
0.728,0.729,10085
0.729,0.73,10005
0.73,0.731,9997
0.731,0.732,10051
0.732,0.733,9886
0.733,0.734,10070
0.734,0.735,10323
0.735,0.736,9666
0.736,0.737,9983
0.737,0.738,9992
0.738,0.739,10029
0.739,0.74,9998
0.74,0.741,9987
0.741,0.742,10002
0.742,0.743,10015
0.743,0.744,9979
0.744,0.745,9994
0.745,0.746,10014
0.746,0.747,10012
0.747,0.748,9978
0.748,0.749,9399
0.749,0.75,10630
0.75,0.751,10264
0.751,0.752,9718
0.752,0.753,10003
0.753,0.754,9997
0.754,0.755,9934
0.755,0.756,10060
0.756,0.757,10005
0.757,0.758,10028
0.758,0.759,9986
0.759,0.76,9994
0.76,0.761,9993
0.761,0.762,9997
0.762,0.763,9999
0.763,0.764,9999
0.764,0.765,10005
0.765,0.766,9998
0.766,0.767,10011
0.767,0.768,9986
0.768,0.769,9966
0.769,0.77,10049
0.77,0.771,9962
0.771,0.772,10035
0.772,0.773,9978
0.773,0.774,9899
0.774,0.775,10132
0.775,0.776,9934
0.776,0.777,10038
0.777,0.778,10021
0.778,0.779,9989
0.779,0.78,10023
0.78,0.781,10009
0.781,0.782,9729
0.782,0.783,10151
0.783,0.784,10065
0.784,0.785,10296
0.785,0.786,9724
0.786,0.787,9981
0.787,0.788,11513
0.788,0.789,8876
0.789,0.79,9529
0.79,0.791,10099
0.791,0.792,9952
0.792,0.793,10042
0.793,0.794,10018
0.794,0.795,9995
0.795,0.796,10018
0.796,0.797,9981
0.797,0.798,9683
0.798,0.799,10265
0.799,0.8,10042
0.8,0.801,10010
0.801,0.802,9965
0.802,0.803,9975
0.803,0.804,10240
0.804,0.805,9820
0.805,0.806,10000
0.806,0.807,10006
0.807,0.808,10002
0.808,0.809,9977
0.809,0.81,10010
0.81,0.811,9981
0.811,0.812,10026
0.812,0.813,10500
0.813,0.814,9478
0.814,0.815,10022
0.815,0.816,10061
0.816,0.817,9939
0.817,0.818,10085
0.818,0.819,9916
0.819,0.82,9998
0.82,0.821,9996
0.821,0.822,10007
0.822,0.823,10042
0.823,0.824,9944
0.824,0.825,10015
0.825,0.826,9994
0.826,0.827,10254
0.827,0.828,9760
0.828,0.829,9948
0.829,0.83,10030
0.83,0.831,10006
0.831,0.832,10011
0.832,0.833,9991
0.833,0.834,9931
0.834,0.835,10043
0.835,0.836,10023
0.836,0.837,10006
0.837,0.838,9989
0.838,0.839,10019
0.839,0.84,9992
0.84,0.841,9999
0.841,0.842,9996
0.842,0.843,9838
0.843,0.844,10156
0.844,0.845,10008
0.845,0.846,9933
0.846,0.847,10036
0.847,0.848,10044
0.848,0.849,9993
0.849,0.85,9992
0.85,0.851,10004
0.851,0.852,9998
0.852,0.853,10042
0.853,0.854,10022
0.854,0.855,9930
0.855,0.856,10006
0.856,0.857,9962
0.857,0.858,10040
0.858,0.859,10008
0.859,0.86,9986
0.86,0.861,9979
0.861,0.862,10069
0.862,0.863,9954
0.863,0.864,10016
0.864,0.865,9983
0.865,0.866,9977
0.866,0.867,10025
0.867,0.868,9978
0.868,0.869,10104
0.869,0.87,10278
0.87,0.871,9645
0.871,0.872,9994
0.872,0.873,9970
0.873,0.874,10034
0.874,0.875,9930
0.875,0.876,10057
0.876,0.877,9976
0.877,0.878,9494
0.878,0.879,10538
0.879,0.88,11081
0.88,0.881,8919
0.881,0.882,10003
0.882,0.883,9998
0.883,0.884,9769
0.884,0.885,10204
0.885,0.886,10092
0.886,0.887,9920
0.887,0.888,10016
0.888,0.889,10008
0.889,0.89,9994
0.89,0.891,9996
0.891,0.892,10013
0.892,0.893,9964
0.893,0.894,10047
0.894,0.895,9992
0.895,0.896,9947
0.896,0.897,9971
0.897,0.898,10157
0.898,0.899,9873
0.899,0.9,10037
0.9,0.901,10006
0.901,0.902,9990
0.902,0.903,10001
0.903,0.904,10002
0.904,0.905,10014
0.905,0.906,9990
0.906,0.907,9920
0.907,0.908,10079
0.908,0.909,10004
0.909,0.91,9995
0.91,0.911,9974
0.911,0.912,10026
0.912,0.913,9985
0.913,0.914,10131
0.914,0.915,9917
0.915,0.916,10077
0.916,0.917,9878
0.917,0.918,10011
0.918,0.919,9864
0.919,0.92,10143
0.92,0.921,10003
0.921,0.922,10672
0.922,0.923,9313
0.923,0.924,10015
0.924,0.925,9997
0.925,0.926,10007
0.926,0.927,9991
0.927,0.928,9964
0.928,0.929,10071
0.929,0.93,9961
0.93,0.931,10002
0.931,0.932,10418
0.932,0.933,9555
0.933,0.934,10015
0.934,0.935,9990
0.935,0.936,10037
0.936,0.937,9988
0.937,0.938,9970
0.938,0.939,9865
0.939,0.94,10198
0.94,0.941,9867
0.941,0.942,9947
0.942,0.943,10285
0.943,0.944,9475
0.944,0.945,9307
0.945,0.946,11116
0.946,0.947,10017
0.947,0.948,9961
0.948,0.949,10425
0.949,0.95,9572
0.95,0.951,9993
0.951,0.952,9964
0.952,0.953,10014
0.953,0.954,10025
0.954,0.955,9993
0.955,0.956,10044
0.956,0.957,9867
0.957,0.958,8682
0.958,0.959,11436
0.959,0.96,9943
0.96,0.961,10319
0.961,0.962,9757
0.962,0.963,10015
0.963,0.964,10556
0.964,0.965,9480
0.965,0.966,9727
0.966,0.967,10184
0.967,0.968,10048
0.968,0.969,9960
0.969,0.97,10545
0.97,0.971,8166
0.971,0.972,11263
0.972,0.973,9894
0.973,0.974,10111
0.974,0.975,9948
0.975,0.976,10057
0.976,0.977,10001
0.977,0.978,9996
0.978,0.979,9991
0.979,0.98,10013
0.98,0.981,9992
0.981,0.982,10001
0.982,0.983,8085
0.983,0.984,11910
0.984,0.985,10014
0.985,0.986,10000
0.986,0.987,9996
0.987,0.988,10001
0.988,0.989,9998
0.989,0.99,10061
0.99,0.991,9832
0.991,0.992,10105
0.992,0.993,9964
0.993,0.994,10045
0.994,0.995,9996
0.995,0.996,10001
0.996,0.997,9309
0.997,0.998,10690
0.998,0.999,10000
0.999,1,10001
