bucket_lower,bucket_upper,bucket_value
0.121,0.122,10014
0.122,0.123,10000
0.123,0.124,9878
0.124,0.125,10013
0.125,0.126,10057
0.126,0.127,10054
0.127,0.128,9999
0.128,0.129,9924
0.129,0.13,10074
0.13,0.131,9873
0.131,0.132,10131
0.132,0.133,10005
0.133,0.134,9999
0.134,0.135,9983
0.135,0.136,9904
0.136,0.137,9979
0.137,0.138,10080
0.138,0.139,10004
0.139,0.14,10028
0.14,0.141,10005
0.141,0.142,9989
0.142,0.143,9997
0.143,0.144,10023
0.144,0.145,10011
0.145,0.146,9980
0.146,0.147,10013
0.147,0.148,9993
0.148,0.149,10010
0.149,0.15,9989
0.15,0.151,10005
0.151,0.152,9994
0.152,0.153,10011
0.153,0.154,9725
0.154,0.155,10267
0.155,0.156,9981
0.156,0.157,10028
0.157,0.158,9848
0.158,0.159,10153
0.159,0.16,9998
0.16,0.161,9804
0.161,0.162,10057
0.162,0.163,10126
0.163,0.164,9730
0.164,0.165,10285
0.165,0.166,10001
0.166,0.167,9986
0.167,0.168,10003
0.168,0.169,10002
0.169,0.17,10003
0.17,0.171,9664
0.171,0.172,10179
0.172,0.173,10093
0.173,0.174,10000
0.174,0.175,10060
0.175,0.176,10009
0.176,0.177,9916
0.177,0.178,10037
0.178,0.179,10044
0.179,0.18,9941
0.18,0.181,10043
0.181,0.182,10006
0.182,0.183,9988
0.183,0.184,10018
0.184,0.185,10008
0.185,0.186,9994
0.186,0.187,10000
0.187,0.188,9993
0.188,0.189,9999
0.189,0.19,9888
0.19,0.191,10042
0.191,0.192,10053
0.192,0.193,10016
0.193,0.194,10011
0.194,0.195,9998
0.195,0.196,10005
0.196,0.197,9992
0.197,0.198,9995
0.198,0.199,9687
0.199,0.2,10227
0.2,0.201,10031
0.201,0.202,10027
0.202,0.203,10031
0.203,0.204,9994
0.204,0.205,10011
0.205,0.206,10003
0.206,0.207,9996
0.207,0.208,9996
0.208,0.209,9995
0.209,0.21,10012
0.21,0.211,9987
0.211,0.212,10013
0.212,0.213,9982
0.213,0.214,9735
0.214,0.215,10276
0.215,0.216,10009
0.216,0.217,9868
0.217,0.218,10123
0.218,0.219,10012
0.219,0.22,9993
0.22,0.221,9995
0.221,0.222,10004
0.222,0.223,9999
0.223,0.224,9976
0.224,0.225,10013
0.225,0.226,10002
0.226,0.227,10015
0.227,0.228,9930
0.228,0.229,10066
0.229,0.23,9765
0.23,0.231,10231
0.231,0.232,10000
0.232,0.233,9816
0.233,0.234,10168
0.234,0.235,10029
0.235,0.236,9986
0.236,0.237,10002
0.237,0.238,10011
0.238,0.239,9980
0.239,0.24,6224
0.24,0.241,0
0.241,0.242,0
0.242,0.243,0
0.243,0.244,0
0.244,0.245,0
0.245,0.246,0
0.246,0.247,0
0.247,0.248,0
0.248,0.249,0
0.249,0.25,0
0.25,0.251,113755
0.251,0.252,10034
0.252,0.253,9995
0.253,0.254,9261
0.254,0.255,10734
0.255,0.256,10002
0.256,0.257,10006
0.257,0.258,10001
0.258,0.259,9992
0.259,0.26,10004
0.26,0.261,9924
0.261,0.262,10014
0.262,0.263,10043
0.263,0.264,9937
0.264,0.265,9915
0.265,0.266,10176
0.266,0.267,10000
0.267,0.268,9981
0.268,0.269,10020
0.269,0.27,9985
0.27,0.271,10014
0.271,0.272,9948
0.272,0.273,10038
0.273,0.274,10007
0.274,0.275,10003
0.275,0.276,10005
0.276,0.277,9983
0.277,0.278,10017
0.278,0.279,9991
0.279,0.28,10000
0.28,0.281,9976
0.281,0.282,9980
0.282,0.283,10033
0.283,0.284,10011
0.284,0.285,10006
0.285,0.286,9991
0.286,0.287,9985
0.287,0.288,10009
0.288,0.289,9640
0.289,0.29,10370
0.29,0.291,9991
0.291,0.292,10005
0.292,0.293,10008
0.293,0.294,9992
0.294,0.295,9810
0.295,0.296,10035
0.296,0.297,10160
0.297,0.298,9995
0.298,0.299,9998
0.299,0.3,9958
0.3,0.301,10014
0.301,0.302,10041
0.302,0.303,9551
0.303,0.304,10443
0.304,0.305,10004
0.305,0.306,10004
0.306,0.307,9691
0.307,0.308,10306
0.308,0.309,9785
0.309,0.31,10211
0.31,0.311,9923
0.311,0.312,10085
0.312,0.313,9981
0.313,0.314,10019
0.314,0.315,9996
0.315,0.316,9943
0.316,0.317,10011
0.317,0.318,9953
0.318,0.319,9938
0.319,0.32,10149
0.32,0.321,10001
0.321,0.322,9993
0.322,0.323,10003
0.323,0.324,9997
0.324,0.325,10006
0.325,0.326,10006
0.326,0.327,9987
0.327,0.328,10007
0.328,0.329,9849
0.329,0.33,10155
0.33,0.331,9968
0.331,0.332,10018
0.332,0.333,9963
0.333,0.334,9996
0.334,0.335,10045
0.335,0.336,10014
0.336,0.337,9991
0.337,0.338,9944
0.338,0.339,10000
0.339,0.34,9965
0.34,0.341,10098
0.341,0.342,9998
0.342,0.343,10000
0.343,0.344,10006
0.344,0.345,9900
0.345,0.346,9968
0.346,0.347,10125
0.347,0.348,10004
0.348,0.349,8113
0.349,0.35,11874
0.35,0.351,9983
0.351,0.352,10009
0.352,0.353,10017
0.353,0.354,9982
0.354,0.355,10021
0.355,0.356,9993
0.356,0.357,10003
0.357,0.358,9992
0.358,0.359,10005
0.359,0.36,9996
0.36,0.361,9881
0.361,0.362,10134
0.362,0.363,9980
0.363,0.364,10015
0.364,0.365,9982
0.365,0.366,10006
0.366,0.367,9917
0.367,0.368,10044
0.368,0.369,10040
0.369,0.37,9870
0.37,0.371,10123
0.371,0.372,10017
0.372,0.373,9997
0.373,0.374,9832
0.374,0.375,10115
0.375,0.376,9962
0.376,0.377,10096
0.377,0.378,9983
0.378,0.379,10019
0.379,0.38,8392
0.38,0.381,11607
0.381,0.382,9997
0.382,0.383,9994
0.383,0.384,10010
0.384,0.385,9734
0.385,0.386,10262
0.386,0.387,10002
0.387,0.388,9998
0.388,0.389,10001
0.389,0.39,9992
0.39,0.391,9821
0.391,0.392,9998
0.392,0.393,10141
0.393,0.394,10037
0.394,0.395,10004
0.395,0.396,9991
0.396,0.397,10014
0.397,0.398,10000
0.398,0.399,9832
0.399,0.4,10170
0.4,0.401,3660
0.401,0.402,0
0.402,0.403,0
0.403,0.404,35961
0.404,0.405,10381
0.405,0.406,9697
0.406,0.407,10304
0.407,0.408,3719
0.408,0.409,16123
0.409,0.41,10149
0.41,0.411,9989
0.411,0.412,9856
0.412,0.413,10155
0.413,0.414,10000
0.414,0.415,9986
0.415,0.416,10006
0.416,0.417,10004
0.417,0.418,10011
0.418,0.419,10001
0.419,0.42,9821
0.42,0.421,5345
0.421,0.422,14830
0.422,0.423,9996
0.423,0.424,9996
0.424,0.425,9973
0.425,0.426,9505
0.426,0.427,10523
0.427,0.428,10001
0.428,0.429,10004
0.429,0.43,10001
0.43,0.431,9998
0.431,0.432,10000
0.432,0.433,10000
0.433,0.434,9998
0.434,0.435,10003
0.435,0.436,9914
0.436,0.437,10094
0.437,0.438,10001
0.438,0.439,9998
0.439,0.44,9998
0.44,0.441,9996
0.441,0.442,9735
0.442,0.443,10208
0.443,0.444,10064
0.444,0.445,9986
0.445,0.446,9999
0.446,0.447,9979
0.447,0.448,10025
0.448,0.449,9953
0.449,0.45,10057
0.45,0.451,9995
0.451,0.452,9987
0.452,0.453,10010
0.453,0.454,8124
0.454,0.455,11868
0.455,0.456,9985
0.456,0.457,10029
0.457,0.458,9953
0.458,0.459,10045
0.459,0.46,9969
0.46,0.461,9996
0.461,0.462,10022
0.462,0.463,10007
0.463,0.464,9987
0.464,0.465,10013
0.465,0.466,10011
0.466,0.467,9974
0.467,0.468,10012
0.468,0.469,9999
0.469,0.47,10000
0.47,0.471,10016
0.471,0.472,9996
0.472,0.473,9986
0.473,0.474,10008
0.474,0.475,10007
0.475,0.476,9998
0.476,0.477,9996
0.477,0.478,9787
0.478,0.479,10207
0.479,0.48,10009
0.48,0.481,10006
0.481,0.482,9978
0.482,0.483,9707
0.483,0.484,10301
0.484,0.485,10002
0.485,0.486,9994
0.486,0.487,9981
0.487,0.488,10029
0.488,0.489,9994
0.489,0.49,9641
0.49,0.491,10361
0.491,0.492,10007
0.492,0.493,9982
0.493,0.494,9585
0.494,0.495,10429
0.495,0.496,9986
0.496,0.497,9998
0.497,0.498,10015
0.498,0.499,9956
0.499,0.5,10049
0.5,0.501,9985
0.501,0.502,10001
0.502,0.503,10009
0.503,0.504,10001
0.504,0.505,9996
0.505,0.506,10011
0.506,0.507,9983
0.507,0.508,10018
0.508,0.509,9689
0.509,0.51,10305
0.51,0.511,9993
0.511,0.512,9997
0.512,0.513,9979
0.513,0.514,10028
0.514,0.515,9984
0.515,0.516,10009
0.516,0.517,9999
0.517,0.518,9994
0.518,0.519,10015
0.519,0.52,9793
0.52,0.521,10209
0.521,0.522,9993
0.522,0.523,10013
0.523,0.524,9993
0.524,0.525,9950
0.525,0.526,10045
0.526,0.527,9806
0.527,0.528,10192
0.528,0.529,9998
0.529,0.53,10013
0.53,0.531,10001
0.531,0.532,9998
0.532,0.533,10005
0.533,0.534,9993
0.534,0.535,9999
0.535,0.536,10004
0.536,0.537,9989
0.537,0.538,9730
0.538,0.539,10276
0.539,0.54,9993
0.54,0.541,10006
0.541,0.542,10005
0.542,0.543,9920
0.543,0.544,10006
0.544,0.545,10033
0.545,0.546,10005
0.546,0.547,9582
0.547,0.548,10452
0.548,0.549,9998
0.549,0.55,9995
0.55,0.551,9995
0.551,0.552,10009
0.552,0.553,9998
0.553,0.554,10004
0.554,0.555,10003
0.555,0.556,9815
0.556,0.557,10141
0.557,0.558,10047
0.558,0.559,9984
0.559,0.56,10011
0.56,0.561,9967
0.561,0.562,10028
0.562,0.563,10005
0.563,0.564,9907
0.564,0.565,10100
0.565,0.566,9961
0.566,0.567,10023
0.567,0.568,10004
0.568,0.569,10012
0.569,0.57,9985
0.57,0.571,9969
0.571,0.572,10045
0.572,0.573,9948
0.573,0.574,10040
0.574,0.575,8802
0.575,0.576,11190
0.576,0.577,10016
0.577,0.578,9991
0.578,0.579,9993
0.579,0.58,9900
0.58,0.581,10028
0.581,0.582,10087
0.582,0.583,9931
0.583,0.584,10070
0.584,0.585,9990
0.585,0.586,9977
0.586,0.587,4938
0.587,0.588,15093
0.588,0.589,9996
0.589,0.59,10001
0.59,0.591,10005
0.591,0.592,9992
0.592,0.593,10003
0.593,0.594,9878
0.594,0.595,10127
0.595,0.596,9939
0.596,0.597,10054
0.597,0.598,9949
0.598,0.599,10025
0.599,0.6,9996
0.6,0.601,9972
0.601,0.602,10049
0.602,0.603,9541
0.603,0.604,10432
0.604,0.605,10034
0.605,0.606,9957
0.606,0.607,9558
0.607,0.608,10479
0.608,0.609,9742
0.609,0.61,10272
0.61,0.611,9993
0.611,0.612,9991
0.612,0.613,10013
0.613,0.614,10006
0.614,0.615,9990
0.615,0.616,3673
0.616,0.617,0
0.617,0.618,26333
0.618,0.619,9925
0.619,0.62,10064
0.62,0.621,9915
0.621,0.622,9484
0.622,0.623,10607
0.623,0.624,10006
0.624,0.625,9984
0.625,0.626,9991
0.626,0.627,10016
0.627,0.628,10002
0.628,0.629,9999
0.629,0.63,10007
0.63,0.631,9982
0.631,0.632,9788
0.632,0.633,10234
0.633,0.634,10002
0.634,0.635,9983
0.635,0.636,10016
0.636,0.637,9985
0.637,0.638,9995
0.638,0.639,10017
0.639,0.64,9999
0.64,0.641,10005
0.641,0.642,9992
0.642,0.643,9280
0.643,0.644,10674
0.644,0.645,10052
0.645,0.646,9964
0.646,0.647,10033
0.647,0.648,9974
0.648,0.649,10019
0.649,0.65,9791
0.65,0.651,10208
0.651,0.652,10000
0.652,0.653,10011
0.653,0.654,9213
0.654,0.655,10441
0.655,0.656,10335
0.656,0.657,9997
0.657,0.658,10014
0.658,0.659,9988
0.659,0.66,10009
0.66,0.661,9940
0.661,0.662,10051
0.662,0.663,9981
0.663,0.664,10034
0.664,0.665,9335
0.665,0.666,10664
0.666,0.667,9979
0.667,0.668,9973
0.668,0.669,10034
0.669,0.67,10003
0.67,0.671,9910
0.671,0.672,10094
0.672,0.673,9970
0.673,0.674,10024
0.674,0.675,10008
0.675,0.676,9994
0.676,0.677,10008
0.677,0.678,9944
0.678,0.679,10037
0.679,0.68,9987
0.68,0.681,10030
0.681,0.682,9993
0.682,0.683,9982
0.683,0.684,10022
0.684,0.685,9965
0.685,0.686,9944
0.686,0.687,9226
0.687,0.688,10771
0.688,0.689,10103
0.689,0.69,9939
0.69,0.691,10035
0.691,0.692,9922
0.692,0.693,10056
0.693,0.694,10045
0.694,0.695,9992
0.695,0.696,10010
0.696,0.697,9977
0.697,0.698,10014
0.698,0.699,10003
0.699,0.7,9986
0.7,0.701,10009
0.701,0.702,10000
0.702,0.703,10004
0.703,0.704,9911
0.704,0.705,9950
0.705,0.706,10146
0.706,0.707,9990
0.707,0.708,9999
0.708,0.709,9926
0.709,0.71,10035
0.71,0.711,10032
0.711,0.712,10018
0.712,0.713,9980
0.713,0.714,9994
0.714,0.715,10015
0.715,0.716,10010
0.716,0.717,9917
0.717,0.718,10076
0.718,0.719,9985
0.719,0.72,10002
0.72,0.721,9667
0.721,0.722,10336
0.722,0.723,10017
0.723,0.724,9991
0.724,0.725,10004
0.725,0.726,9995
0.726,0.727,10007
0.727,0.728,9994
0.728,0.729,9984
0.729,0.73,10008
0.73,0.731,10009
0.731,0.732,9997
0.732,0.733,9992
0.733,0.734,10017
0.734,0.735,9622
0.735,0.736,10369
0.736,0.737,9998
0.737,0.738,10014
0.738,0.739,9992
0.739,0.74,10000
0.74,0.741,9770
0.741,0.742,10238
0.742,0.743,9979
0.743,0.744,9114
0.744,0.745,10898
0.745,0.746,10011
0.746,0.747,9963
0.747,0.748,10023
0.748,0.749,9991
0.749,0.75,10007
0.75,0.751,10015
0.751,0.752,9999
0.752,0.753,9979
0.753,0.754,9938
0.754,0.755,10074
0.755,0.756,10005
0.756,0.757,9995
0.757,0.758,9999
0.758,0.759,9991
0.759,0.76,10010
0.76,0.761,9961
0.761,0.762,10043
0.762,0.763,9995
0.763,0.764,8279
0.764,0.765,11718
0.765,0.766,9768
0.766,0.767,10237
0.767,0.768,9998
0.768,0.769,9998
0.769,0.77,9754
0.77,0.771,10249
0.771,0.772,10010
0.772,0.773,9984
0.773,0.774,10010
0.774,0.775,9989
0.775,0.776,9750
0.776,0.777,10260
0.777,0.778,9992
0.778,0.779,9996
0.779,0.78,6848
0.78,0.781,13170
0.781,0.782,9982
0.782,0.783,10011
0.783,0.784,10008
0.784,0.785,9999
0.785,0.786,9975
0.786,0.787,10011
0.787,0.788,9823
0.788,0.789,10081
0.789,0.79,10002
0.79,0.791,10076
0.791,0.792,9945
0.792,0.793,10078
0.793,0.794,9970
0.794,0.795,9991
0.795,0.796,10045
0.796,0.797,9999
0.797,0.798,9993
0.798,0.799,10010
0.799,0.8,9996
0.8,0.801,9976
0.801,0.802,10029
0.802,0.803,9998
0.803,0.804,9999
0.804,0.805,9998
0.805,0.806,9988
0.806,0.807,10006
0.807,0.808,9922
0.808,0.809,10083
0.809,0.81,10000
0.81,0.811,9992
0.811,0.812,901
0.812,0.813,19114
0.813,0.814,9987
0.814,0.815,9994
0.815,0.816,9989
0.816,0.817,10013
0.817,0.818,9960
0.818,0.819,10023
0.819,0.82,9436
0.82,0.821,10568
0.821,0.822,10009
0.822,0.823,10017
0.823,0.824,9909
0.824,0.825,10075
0.825,0.826,10002
0.826,0.827,9984
0.827,0.828,9995
0.828,0.829,10033
0.829,0.83,9991
0.83,0.831,10015
0.831,0.832,9989
0.832,0.833,10002
0.833,0.834,9998
0.834,0.835,10009
0.835,0.836,9986
0.836,0.837,9987
0.837,0.838,10029
0.838,0.839,9975
0.839,0.84,10016
0.84,0.841,9979
0.841,0.842,10006
0.842,0.843,10004
0.843,0.844,10017
0.844,0.845,9495
0.845,0.846,10507
0.846,0.847,9988
0.847,0.848,6906
0.848,0.849,13085
0.849,0.85,10017
0.85,0.851,10000
0.851,0.852,9892
0.852,0.853,10049
0.853,0.854,10026
0.854,0.855,9968
0.855,0.856,8756
0.856,0.857,11296
0.857,0.858,10013
0.858,0.859,9997
0.859,0.86,9991
0.86,0.861,10005
0.861,0.862,9892
0.862,0.863,10073
0.863,0.864,10035
0.864,0.865,9880
0.865,0.866,9989
0.866,0.867,10140
0.867,0.868,10003
0.868,0.869,9981
0.869,0.87,9978
0.87,0.871,10032
0.871,0.872,9982
0.872,0.873,10013
0.873,0.874,9985
0.874,0.875,10021
0.875,0.876,10004
0.876,0.877,9988
0.877,0.878,10006
0.878,0.879,9999
0.879,0.88,10002
0.88,0.881,10008
0.881,0.882,9998
0.882,0.883,9997
0.883,0.884,9923
0.884,0.885,9351
0.885,0.886,0
0.886,0.887,20612
0.887,0.888,10081
0.888,0.889,10021
0.889,0.89,10018
0.89,0.891,9989
0.891,0.892,9994
0.892,0.893,9891
0.893,0.894,9961
0.894,0.895,10126
0.895,0.896,9975
0.896,0.897,10024
0.897,0.898,9921
0.898,0.899,6854
0.899,0.9,13212
0.9,0.901,10024
0.901,0.902,9459
0.902,0.903,10569
0.903,0.904,9931
0.904,0.905,9934
0.905,0.906,10002
0.906,0.907,9954
0.907,0.908,10168
0.908,0.909,10000
0.909,0.91,8802
0.91,0.911,0
0.911,0.912,21203
0.912,0.913,9991
0.913,0.914,9584
0.914,0.915,10427
0.915,0.916,6678
0.916,0.917,13324
0.917,0.918,9986
0.918,0.919,10007
0.919,0.92,9993
0.92,0.921,10005
0.921,0.922,10012
0.922,0.923,9991
0.923,0.924,10009
0.924,0.925,9984
0.925,0.926,10002
0.926,0.927,10001
0.927,0.928,9993
0.928,0.929,10012
0.929,0.93,9858
0.93,0.931,10136
0.931,0.932,10008
0.932,0.933,9981
0.933,0.934,9868
0.934,0.935,10130
0.935,0.936,9830
0.936,0.937,10013
0.937,0.938,10166
0.938,0.939,10009
0.939,0.94,10004
0.94,0.941,9998
0.941,0.942,9993
0.942,0.943,10009
0.943,0.944,9984
0.944,0.945,10010
0.945,0.946,9982
0.946,0.947,10029
0.947,0.948,9948
0.948,0.949,10035
0.949,0.95,9815
0.95,0.951,10139
0.951,0.952,9992
0.952,0.953,9882
0.953,0.954,10113
0.954,0.955,9997
0.955,0.956,10074
0.956,0.957,10005
0.957,0.958,9989
0.958,0.959,9996
0.959,0.96,10015
0.96,0.961,8419
0.961,0.962,11567
0.962,0.963,9996
0.963,0.964,10010
0.964,0.965,9997
0.965,0.966,9998
0.966,0.967,9996
0.967,0.968,10009
0.968,0.969,9991
0.969,0.97,9998
0.97,0.971,9999
0.971,0.972,10015
0.972,0.973,9629
0.973,0.974,10356
0.974,0.975,10020
0.975,0.976,9989
0.976,0.977,9994
0.977,0.978,9995
0.978,0.979,9869
0.979,0.98,9962
0.98,0.981,10179
0.981,0.982,9997
0.982,0.983,10014
0.983,0.984,9996
0.984,0.985,9992
0.985,0.986,10008
0.986,0.987,9988
0.987,0.988,10000
0.988,0.989,10017
0.989,0.99,9983
0.99,0.991,10011
0.991,0.992,10006
0.992,0.993,9813
0.993,0.994,10077
0.994,0.995,10101
0.995,0.996,9993
0.996,0.997,9808
0.997,0.998,10061
0.998,0.999,9957
0.999,1,10190
