bucket_lower,bucket_upper,bucket_value
0.404,0.405,9998
0.405,0.406,10000
0.406,0.407,9999
0.407,0.408,9998
0.408,0.409,10002
0.409,0.41,10000
0.41,0.411,10000
0.411,0.412,10004
0.412,0.413,9992
0.413,0.414,10000
0.414,0.415,10004
0.415,0.416,9999
0.416,0.417,10001
0.417,0.418,10000
0.418,0.419,9996
0.419,0.42,10005
0.42,0.421,9996
0.421,0.422,10004
0.422,0.423,9999
0.423,0.424,9998
0.424,0.425,10000
0.425,0.426,10004
0.426,0.427,9999
0.427,0.428,10001
0.428,0.429,9998
0.429,0.43,9998
0.43,0.431,10001
0.431,0.432,10002
0.432,0.433,9999
0.433,0.434,10001
0.434,0.435,9999
0.435,0.436,9996
0.436,0.437,10004
0.437,0.438,10001
0.438,0.439,9999
0.439,0.44,10000
0.44,0.441,10000
0.441,0.442,10001
0.442,0.443,10000
0.443,0.444,9999
0.444,0.445,9998
0.445,0.446,10002
0.446,0.447,10000
0.447,0.448,9997
0.448,0.449,10000
0.449,0.45,10002
0.45,0.451,10000
0.451,0.452,10003
0.452,0.453,9998
0.453,0.454,10003
0.454,0.455,9996
0.455,0.456,10001
0.456,0.457,10000
0.457,0.458,10002
0.458,0.459,10001
0.459,0.46,9996
0.46,0.461,10003
0.461,0.462,9996
0.462,0.463,10001
0.463,0.464,9999
0.464,0.465,10002
0.465,0.466,10000
0.466,0.467,10001
0.467,0.468,9997
0.468,0.469,10002
0.469,0.47,10000
0.47,0.471,10000
0.471,0.472,10003
0.472,0.473,9996
0.473,0.474,10002
0.474,0.475,9995
0.475,0.476,10003
0.476,0.477,10002
0.477,0.478,9996
0.478,0.479,10002
0.479,0.48,10001
0.48,0.481,10001
0.481,0.482,10001
0.482,0.483,9995
0.483,0.484,10001
0.484,0.485,10000
0.485,0.486,10002
0.486,0.487,9999
0.487,0.488,10001
0.488,0.489,10002
0.489,0.49,9999
0.49,0.491,10002
0.491,0.492,9996
0.492,0.493,10003
0.493,0.494,9998
0.494,0.495,9999
0.495,0.496,10002
0.496,0.497,9995
0.497,0.498,10004
0.498,0.499,10000
0.499,0.5,10001
0.5,0.501,9998
0.501,0.502,10003
0.502,0.503,9995
0.503,0.504,10003
0.504,0.505,10000
0.505,0.506,10001
0.506,0.507,9998
0.507,0.508,10003
0.508,0.509,9999
0.509,0.51,9999
0.51,0.511,9999
0.511,0.512,10000
0.512,0.513,10002
0.513,0.514,9994
0.514,0.515,10004
0.515,0.516,10000
0.516,0.517,10000
0.517,0.518,10001
0.518,0.519,10001
0.519,0.52,9999
0.52,0.521,9999
0.521,0.522,9999
0.522,0.523,10001
0.523,0.524,10000
0.524,0.525,10000
0.525,0.526,10001
0.526,0.527,10001
0.527,0.528,9996
0.528,0.529,10004
0.529,0.53,10001
0.53,0.531,9997
0.531,0.532,10002
0.532,0.533,9992
0.533,0.534,10009
0.534,0.535,9996
0.535,0.536,9999
0.536,0.537,10002
0.537,0.538,10000
0.538,0.539,9998
0.539,0.54,10004
0.54,0.541,9996
0.541,0.542,10001
0.542,0.543,10002
0.543,0.544,9999
0.544,0.545,10000
0.545,0.546,10002
0.546,0.547,9999
0.547,0.548,9995
0.548,0.549,10003
0.549,0.55,10000
0.55,0.551,10000
0.551,0.552,9999
0.552,0.553,10003
0.553,0.554,9999
0.554,0.555,10001
0.555,0.556,10000
0.556,0.557,10000
0.557,0.558,10000
0.558,0.559,10001
0.559,0.56,9998
0.56,0.561,10000
0.561,0.562,9999
0.562,0.563,10003
0.563,0.564,9998
0.564,0.565,9998
0.565,0.566,10002
0.566,0.567,9999
0.567,0.568,9998
0.568,0.569,10004
0.569,0.57,9998
0.57,0.571,10002
0.571,0.572,10001
0.572,0.573,9994
0.573,0.574,10004
0.574,0.575,10000
0.575,0.576,10003
0.576,0.577,9998
0.577,0.578,10002
0.578,0.579,9996
0.579,0.58,10002
0.58,0.581,10000
0.581,0.582,10000
0.582,0.583,9999
0.583,0.584,10003
0.584,0.585,9998
0.585,0.586,9999
0.586,0.587,9998
0.587,0.588,10002
0.588,0.589,10004
0.589,0.59,9997
0.59,0.591,10000
0.591,0.592,10000
0.592,0.593,9998
0.593,0.594,10001
0.594,0.595,10000
0.595,0.596,10003
0.596,0.597,9995
0.597,0.598,10002
0.598,0.599,10003
0.599,0.6,9998
0.6,0.601,10000
0.601,0.602,9999
0.602,0.603,10000
0.603,0.604,9998
0.604,0.605,10005
0.605,0.606,9997
0.606,0.607,10000
0.607,0.608,9999
0.608,0.609,10001
0.609,0.61,10001
0.61,0.611,9999
0.611,0.612,10001
0.612,0.613,9997
0.613,0.614,10001
0.614,0.615,10001
0.615,0.616,10002
0.616,0.617,9999
0.617,0.618,10000
0.618,0.619,9998
0.619,0.62,10003
0.62,0.621,9999
0.621,0.622,9998
0.622,0.623,10002
0.623,0.624,10001
0.624,0.625,9999
0.625,0.626,9999
0.626,0.627,9998
0.627,0.628,10003
0.628,0.629,10000
0.629,0.63,10000
0.63,0.631,10000
0.631,0.632,9999
0.632,0.633,10001
0.633,0.634,9999
0.634,0.635,9999
0.635,0.636,10002
0.636,0.637,10000
0.637,0.638,9997
0.638,0.639,10001
0.639,0.64,9998
0.64,0.641,10004
0.641,0.642,10004
0.642,0.643,9996
0.643,0.644,10001
0.644,0.645,9999
0.645,0.646,10001
0.646,0.647,9999
0.647,0.648,10000
0.648,0.649,10000
0.649,0.65,10000
0.65,0.651,10003
0.651,0.652,9995
0.652,0.653,10001
0.653,0.654,9999
0.654,0.655,10003
0.655,0.656,10000
0.656,0.657,9993
0.657,0.658,10006
0.658,0.659,10006
0.659,0.66,9993
0.66,0.661,10003
0.661,0.662,9998
0.662,0.663,9999
0.663,0.664,9998
0.664,0.665,10003
0.665,0.666,10000
0.666,0.667,9997
0.667,0.668,10000
0.668,0.669,9998
0.669,0.67,10006
0.67,0.671,10000
0.671,0.672,10000
0.672,0.673,10002
0.673,0.674,9994
0.674,0.675,10001
0.675,0.676,10000
0.676,0.677,10003
0.677,0.678,9999
0.678,0.679,9997
0.679,0.68,10002
0.68,0.681,9999
0.681,0.682,10004
0.682,0.683,9997
0.683,0.684,9996
0.684,0.685,10005
0.685,0.686,10000
0.686,0.687,10001
0.687,0.688,10000
0.688,0.689,9999
0.689,0.69,9998
0.69,0.691,10000
0.691,0.692,10001
0.692,0.693,10001
0.693,0.694,9999
0.694,0.695,9998
0.695,0.696,10001
0.696,0.697,10000
0.697,0.698,10000
0.698,0.699,10003
0.699,0.7,9999
0.7,0.701,9999
0.701,0.702,9999
0.702,0.703,10000
0.703,0.704,10002
0.704,0.705,10001
0.705,0.706,9998
0.706,0.707,9997
0.707,0.708,10002
0.708,0.709,10002
0.709,0.71,10000
0.71,0.711,10003
0.711,0.712,9999
0.712,0.713,9998
0.713,0.714,9999
0.714,0.715,10001
0.715,0.716,9999
0.716,0.717,10002
0.717,0.718,9997
0.718,0.719,10000
0.719,0.72,10000
0.72,0.721,10001
0.721,0.722,9998
0.722,0.723,9998
0.723,0.724,10003
0.724,0.725,10001
0.725,0.726,10005
0.726,0.727,9996
0.727,0.728,10000
0.728,0.729,9998
0.729,0.73,10001
0.73,0.731,10003
0.731,0.732,9998
0.732,0.733,9999
0.733,0.734,10000
0.734,0.735,9999
0.735,0.736,10002
0.736,0.737,9998
0.737,0.738,10003
0.738,0.739,9996
0.739,0.74,10000
0.74,0.741,10007
0.741,0.742,9996
0.742,0.743,9998
0.743,0.744,10002
0.744,0.745,9996
0.745,0.746,10000
0.746,0.747,10003
0.747,0.748,10001
0.748,0.749,10000
0.749,0.75,9998
0.75,0.751,10002
0.751,0.752,10003
0.752,0.753,9997
0.753,0.754,10000
0.754,0.755,9999
0.755,0.756,10001
0.756,0.757,10002
0.757,0.758,9997
0.758,0.759,10000
0.759,0.76,10000
0.76,0.761,10003
0.761,0.762,9997
0.762,0.763,10001
0.763,0.764,10001
0.764,0.765,9997
0.765,0.766,10002
0.766,0.767,9997
0.767,0.768,10001
0.768,0.769,10002
0.769,0.77,9998
0.77,0.771,10002
0.771,0.772,9994
0.772,0.773,10005
0.773,0.774,10001
0.774,0.775,10001
0.775,0.776,9998
0.776,0.777,10000
0.777,0.778,10002
0.778,0.779,9998
0.779,0.78,10001
0.78,0.781,10000
0.781,0.782,10000
0.782,0.783,9998
0.783,0.784,10004
0.784,0.785,9996
0.785,0.786,10000
0.786,0.787,10002
0.787,0.788,9999
0.788,0.789,10000
0.789,0.79,10004
0.79,0.791,9994
0.791,0.792,10001
0.792,0.793,9997
0.793,0.794,10005
0.794,0.795,10002
0.795,0.796,9998
0.796,0.797,9998
0.797,0.798,10001
0.798,0.799,9998
0.799,0.8,9999
0.8,0.801,10000
0.801,0.802,10003
0.802,0.803,9999
0.803,0.804,10001
0.804,0.805,10000
0.805,0.806,9998
0.806,0.807,10002
0.807,0.808,10002
0.808,0.809,10002
0.809,0.81,9998
0.81,0.811,10001
0.811,0.812,9996
0.812,0.813,10000
0.813,0.814,9999
0.814,0.815,10003
0.815,0.816,10000
0.816,0.817,10001
0.817,0.818,9999
0.818,0.819,9999
0.819,0.82,9999
0.82,0.821,10002
0.821,0.822,10000
0.822,0.823,9999
0.823,0.824,10000
0.824,0.825,10001
0.825,0.826,10002
0.826,0.827,9999
0.827,0.828,9998
0.828,0.829,9999
0.829,0.83,10001
0.83,0.831,9999
0.831,0.832,10001
0.832,0.833,10001
0.833,0.834,10001
0.834,0.835,10002
0.835,0.836,9993
0.836,0.837,10002
0.837,0.838,10000
0.838,0.839,10000
0.839,0.84,10005
0.84,0.841,9996
0.841,0.842,10001
0.842,0.843,9997
0.843,0.844,10003
0.844,0.845,9999
0.845,0.846,10001
0.846,0.847,10003
0.847,0.848,9996
0.848,0.849,10002
0.849,0.85,9998
0.85,0.851,10000
0.851,0.852,9998
0.852,0.853,10002
0.853,0.854,10001
0.854,0.855,9998
0.855,0.856,10005
0.856,0.857,9996
0.857,0.858,10004
0.858,0.859,9996
0.859,0.86,10001
0.86,0.861,9999
0.861,0.862,9999
0.862,0.863,10002
0.863,0.864,9999
0.864,0.865,10003
0.865,0.866,10001
0.866,0.867,9995
0.867,0.868,10006
0.868,0.869,9991
0.869,0.87,10004
0.87,0.871,9995
0.871,0.872,10005
0.872,0.873,10001
0.873,0.874,9997
0.874,0.875,9999
0.875,0.876,10002
0.876,0.877,10001
0.877,0.878,9999
0.878,0.879,10005
0.879,0.88,9997
0.88,0.881,10000
0.881,0.882,10002
0.882,0.883,10002
0.883,0.884,9998
0.884,0.885,9997
0.885,0.886,9998
0.886,0.887,10002
0.887,0.888,10001
0.888,0.889,9998
0.889,0.89,10001
0.89,0.891,10004
0.891,0.892,9997
0.892,0.893,9997
0.893,0.894,10001
0.894,0.895,10000
0.895,0.896,10002
0.896,0.897,9999
0.897,0.898,10004
0.898,0.899,9998
0.899,0.9,9997
0.9,0.901,10002
0.901,0.902,9999
0.902,0.903,10001
0.903,0.904,10000
0.904,0.905,10001
0.905,0.906,9996
0.906,0.907,10002
0.907,0.908,10001
0.908,0.909,10001
0.909,0.91,9994
0.91,0.911,10003
0.911,0.912,10000
0.912,0.913,10001
0.913,0.914,9999
0.914,0.915,10002
0.915,0.916,10001
0.916,0.917,9998
0.917,0.918,10001
0.918,0.919,9994
0.919,0.92,10007
0.92,0.921,9995
0.921,0.922,10001
0.922,0.923,10001
0.923,0.924,9998
0.924,0.925,10000
0.925,0.926,10004
0.926,0.927,9995
0.927,0.928,10005
0.928,0.929,9998
0.929,0.93,10003
0.93,0.931,9998
0.931,0.932,10002
0.932,0.933,9999
0.933,0.934,10000
0.934,0.935,9997
0.935,0.936,10000
0.936,0.937,10001
0.937,0.938,10003
0.938,0.939,9998
0.939,0.94,10001
0.94,0.941,10001
0.941,0.942,9997
0.942,0.943,10000
0.943,0.944,10001
0.944,0.945,10001
0.945,0.946,9997
0.946,0.947,10000
0.947,0.948,9999
0.948,0.949,10003
0.949,0.95,10001
0.95,0.951,10000
0.951,0.952,9999
0.952,0.953,10001
0.953,0.954,9998
0.954,0.955,10001
0.955,0.956,9999
0.956,0.957,10002
0.957,0.958,9998
0.958,0.959,10000
0.959,0.96,10001
0.96,0.961,10000
0.961,0.962,9999
0.962,0.963,9999
0.963,0.964,10004
0.964,0.965,9998
0.965,0.966,10002
0.966,0.967,9998
0.967,0.968,10002
0.968,0.969,9995
0.969,0.97,10004
0.97,0.971,10001
0.971,0.972,9999
0.972,0.973,10004
0.973,0.974,9995
0.974,0.975,10001
0.975,0.976,9999
0.976,0.977,10001
0.977,0.978,10001
0.978,0.979,10001
0.979,0.98,9999
0.98,0.981,9999
0.981,0.982,9997
0.982,0.983,10002
0.983,0.984,10002
0.984,0.985,9998
0.985,0.986,9998
0.986,0.987,10001
0.987,0.988,10003
0.988,0.989,9996
0.989,0.99,10003
0.99,0.991,9999
0.991,0.992,9998
0.992,0.993,10003
0.993,0.994,9999
0.994,0.995,9998
0.995,0.996,10003
0.996,0.997,9998
0.997,0.998,9999
0.998,0.999,10003
0.999,1,10000
