bucket_lower,bucket_upper,bucket_value
0.258,0.259,9973
0.259,0.26,9977
0.26,0.261,9970
0.261,0.262,9972
0.262,0.263,9974
0.263,0.264,9972
0.264,0.265,9968
0.265,0.266,9978
0.266,0.267,9971
0.267,0.268,9977
0.268,0.269,9967
0.269,0.27,9975
0.27,0.271,9977
0.271,0.272,9972
0.272,0.273,9975
0.273,0.274,9970
0.274,0.275,9973
0.275,0.276,9974
0.276,0.277,9974
0.277,0.278,9968
0.278,0.279,9977
0.279,0.28,9972
0.28,0.281,9974
0.281,0.282,9973
0.282,0.283,9973
0.283,0.284,9974
0.284,0.285,9970
0.285,0.286,9975
0.286,0.287,9973
0.287,0.288,9973
0.288,0.289,9971
0.289,0.29,9971
0.29,0.291,9977
0.291,0.292,9975
0.292,0.293,9973
0.293,0.294,9972
0.294,0.295,9971
0.295,0.296,9975
0.296,0.297,9974
0.297,0.298,9971
0.298,0.299,9972
0.299,0.3,9973
0.3,0.301,9979
0.301,0.302,9968
0.302,0.303,9976
0.303,0.304,9971
0.304,0.305,9973
0.305,0.306,9974
0.306,0.307,9974
0.307,0.308,9967
0.308,0.309,9975
0.309,0.31,9974
0.31,0.311,9973
0.311,0.312,9973
0.312,0.313,9974
0.313,0.314,9970
0.314,0.315,9976
0.315,0.316,9976
0.316,0.317,9970
0.317,0.318,9972
0.318,0.319,9973
0.319,0.32,9976
0.32,0.321,9970
0.321,0.322,9973
0.322,0.323,9975
0.323,0.324,9972
0.324,0.325,9975
0.325,0.326,9974
0.326,0.327,9972
0.327,0.328,9973
0.328,0.329,9972
0.329,0.33,9974
0.33,0.331,9977
0.331,0.332,9970
0.332,0.333,9974
0.333,0.334,9972
0.334,0.335,9975
0.335,0.336,9974
0.336,0.337,9971
0.337,0.338,9972
0.338,0.339,9973
0.339,0.34,9974
0.34,0.341,9970
0.341,0.342,9973
0.342,0.343,9976
0.343,0.344,9972
0.344,0.345,9974
0.345,0.346,9976
0.346,0.347,9968
0.347,0.348,9974
0.348,0.349,9971
0.349,0.35,9976
0.35,0.351,9971
0.351,0.352,9975
0.352,0.353,9975
0.353,0.354,9969
0.354,0.355,9975
0.355,0.356,9973
0.356,0.357,9977
0.357,0.358,9968
0.358,0.359,9973
0.359,0.36,9973
0.36,0.361,9975
0.361,0.362,9974
0.362,0.363,9972
0.363,0.364,9974
0.364,0.365,9973
0.365,0.366,9971
0.366,0.367,9973
0.367,0.368,9972
0.368,0.369,9975
0.369,0.37,9974
0.37,0.371,9973
0.371,0.372,9971
0.372,0.373,9974
0.373,0.374,9973
0.374,0.375,9968
0.375,0.376,9978
0.376,0.377,9974
0.377,0.378,9973
0.378,0.379,9974
0.379,0.38,9967
0.38,0.381,9977
0.381,0.382,9974
0.382,0.383,9975
0.383,0.384,9969
0.384,0.385,9973
0.385,0.386,9974
0.386,0.387,9978
0.387,0.388,9970
0.388,0.389,9971
0.389,0.39,9973
0.39,0.391,9974
0.391,0.392,9971
0.392,0.393,9974
0.393,0.394,9975
0.394,0.395,9975
0.395,0.396,9970
0.396,0.397,9970
0.397,0.398,9977
0.398,0.399,9973
0.399,0.4,9974
0.4,0.401,9965
0.401,0.402,9983
0.402,0.403,9970
0.403,0.404,9976
0.404,0.405,9972
0.405,0.406,9972
0.406,0.407,9970
0.407,0.408,9973
0.408,0.409,9974
0.409,0.41,9977
0.41,0.411,9973
0.411,0.412,9971
0.412,0.413,9973
0.413,0.414,9972
0.414,0.415,9974
0.415,0.416,9971
0.416,0.417,9975
0.417,0.418,9973
0.418,0.419,9971
0.419,0.42,9977
0.42,0.421,9971
0.421,0.422,9970
0.422,0.423,9978
0.423,0.424,9970
0.424,0.425,9974
0.425,0.426,9972
0.426,0.427,9972
0.427,0.428,9976
0.428,0.429,9973
0.429,0.43,9971
0.43,0.431,9978
0.431,0.432,9969
0.432,0.433,9975
0.433,0.434,9972
0.434,0.435,9974
0.435,0.436,9971
0.436,0.437,9972
0.437,0.438,9974
0.438,0.439,9972
0.439,0.44,9972
0.44,0.441,9977
0.441,0.442,9971
0.442,0.443,9972
0.443,0.444,9978
0.444,0.445,9974
0.445,0.446,9968
0.446,0.447,9976
0.447,0.448,9973
0.448,0.449,9971
0.449,0.45,9973
0.45,0.451,9975
0.451,0.452,9967
0.452,0.453,9979
0.453,0.454,9970
0.454,0.455,9975
0.455,0.456,9975
0.456,0.457,9970
0.457,0.458,9973
0.458,0.459,9972
0.459,0.46,9975
0.46,0.461,9976
0.461,0.462,9970
0.462,0.463,9978
0.463,0.464,9967
0.464,0.465,9980
0.465,0.466,9970
0.466,0.467,9977
0.467,0.468,9967
0.468,0.469,9972
0.469,0.47,9976
0.47,0.471,9971
0.471,0.472,9970
0.472,0.473,9977
0.473,0.474,9974
0.474,0.475,9972
0.475,0.476,9971
0.476,0.477,9969
0.477,0.478,9983
0.478,0.479,9970
0.479,0.48,9978
0.48,0.481,9966
0.481,0.482,9974
0.482,0.483,9971
0.483,0.484,9974
0.484,0.485,9974
0.485,0.486,9977
0.486,0.487,9970
0.487,0.488,9971
0.488,0.489,9974
0.489,0.49,9973
0.49,0.491,9973
0.491,0.492,9973
0.492,0.493,9973
0.493,0.494,9976
0.494,0.495,9971
0.495,0.496,9975
0.496,0.497,9972
0.497,0.498,9974
0.498,0.499,9977
0.499,0.5,9969
0.5,0.501,9977
0.501,0.502,9969
0.502,0.503,9973
0.503,0.504,9970
0.504,0.505,9975
0.505,0.506,9971
0.506,0.507,9972
0.507,0.508,9978
0.508,0.509,9968
0.509,0.51,9979
0.51,0.511,9966
0.511,0.512,9973
0.512,0.513,9978
0.513,0.514,9972
0.514,0.515,9973
0.515,0.516,9972
0.516,0.517,9975
0.517,0.518,9976
0.518,0.519,9971
0.519,0.52,9972
0.52,0.521,9967
0.521,0.522,9980
0.522,0.523,9973
0.523,0.524,9973
0.524,0.525,9967
0.525,0.526,9978
0.526,0.527,9974
0.527,0.528,9967
0.528,0.529,9975
0.529,0.53,9977
0.53,0.531,9972
0.531,0.532,9979
0.532,0.533,9966
0.533,0.534,9975
0.534,0.535,9971
0.535,0.536,9975
0.536,0.537,9974
0.537,0.538,9973
0.538,0.539,9971
0.539,0.54,9977
0.54,0.541,9967
0.541,0.542,9976
0.542,0.543,9976
0.543,0.544,9970
0.544,0.545,9972
0.545,0.546,9973
0.546,0.547,9978
0.547,0.548,9969
0.548,0.549,9973
0.549,0.55,9976
0.55,0.551,9974
0.551,0.552,9971
0.552,0.553,9973
0.553,0.554,9975
0.554,0.555,9973
0.555,0.556,9969
0.556,0.557,9975
0.557,0.558,9973
0.558,0.559,9971
0.559,0.56,9975
0.56,0.561,9976
0.561,0.562,9970
0.562,0.563,9973
0.563,0.564,9980
0.564,0.565,9969
0.565,0.566,9969
0.566,0.567,9973
0.567,0.568,9978
0.568,0.569,9964
0.569,0.57,9976
0.57,0.571,9973
0.571,0.572,9974
0.572,0.573,9977
0.573,0.574,9972
0.574,0.575,9972
0.575,0.576,9971
0.576,0.577,9975
0.577,0.578,9968
0.578,0.579,9978
0.579,0.58,9973
0.58,0.581,9971
0.581,0.582,9976
0.582,0.583,9973
0.583,0.584,9972
0.584,0.585,9973
0.585,0.586,9974
0.586,0.587,9973
0.587,0.588,9976
0.588,0.589,9975
0.589,0.59,9970
0.59,0.591,9971
0.591,0.592,9971
0.592,0.593,9975
0.593,0.594,9975
0.594,0.595,9971
0.595,0.596,9973
0.596,0.597,9970
0.597,0.598,9977
0.598,0.599,9969
0.599,0.6,9979
0.6,0.601,9970
0.601,0.602,9974
0.602,0.603,9974
0.603,0.604,9974
0.604,0.605,9972
0.605,0.606,9974
0.606,0.607,9971
0.607,0.608,9971
0.608,0.609,9974
0.609,0.61,9970
0.61,0.611,9977
0.611,0.612,9973
0.612,0.613,9974
0.613,0.614,9971
0.614,0.615,9971
0.615,0.616,9976
0.616,0.617,9974
0.617,0.618,9971
0.618,0.619,9974
0.619,0.62,9973
0.62,0.621,9971
0.621,0.622,9975
0.622,0.623,9972
0.623,0.624,9975
0.624,0.625,9974
0.625,0.626,9973
0.626,0.627,9971
0.627,0.628,9975
0.628,0.629,9973
0.629,0.63,9973
0.63,0.631,9971
0.631,0.632,9976
0.632,0.633,9972
0.633,0.634,9973
0.634,0.635,9972
0.635,0.636,9974
0.636,0.637,9972
0.637,0.638,9976
0.638,0.639,9970
0.639,0.64,9976
0.64,0.641,9972
0.641,0.642,9972
0.642,0.643,9972
0.643,0.644,9976
0.644,0.645,9973
0.645,0.646,9973
0.646,0.647,9971
0.647,0.648,9977
0.648,0.649,9969
0.649,0.65,9973
0.65,0.651,9975
0.651,0.652,9973
0.652,0.653,9972
0.653,0.654,9974
0.654,0.655,9972
0.655,0.656,9972
0.656,0.657,9975
0.657,0.658,9972
0.658,0.659,9974
0.659,0.66,9971
0.66,0.661,9975
0.661,0.662,9978
0.662,0.663,9968
0.663,0.664,9973
0.664,0.665,9972
0.665,0.666,9976
0.666,0.667,9972
0.667,0.668,9975
0.668,0.669,9971
0.669,0.67,9970
0.67,0.671,9976
0.671,0.672,9971
0.672,0.673,9976
0.673,0.674,9972
0.674,0.675,9972
0.675,0.676,9974
0.676,0.677,9973
0.677,0.678,9973
0.678,0.679,9973
0.679,0.68,9976
0.68,0.681,9970
0.681,0.682,9974
0.682,0.683,9974
0.683,0.684,9972
0.684,0.685,9970
0.685,0.686,9975
0.686,0.687,9973
0.687,0.688,9974
0.688,0.689,9973
0.689,0.69,9973
0.69,0.691,9976
0.691,0.692,9967
0.692,0.693,9975
0.693,0.694,9974
0.694,0.695,9973
0.695,0.696,9974
0.696,0.697,9974
0.697,0.698,9972
0.698,0.699,9972
0.699,0.7,9972
0.7,0.701,9975
0.701,0.702,9978
0.702,0.703,9972
0.703,0.704,9972
0.704,0.705,9964
0.705,0.706,9981
0.706,0.707,9970
0.707,0.708,9975
0.708,0.709,9974
0.709,0.71,9970
0.71,0.711,9971
0.711,0.712,9977
0.712,0.713,9971
0.713,0.714,9975
0.714,0.715,9970
0.715,0.716,9976
0.716,0.717,9973
0.717,0.718,9974
0.718,0.719,9971
0.719,0.72,9974
0.72,0.721,9974
0.721,0.722,9974
0.722,0.723,9971
0.723,0.724,9971
0.724,0.725,9975
0.725,0.726,9975
0.726,0.727,9971
0.727,0.728,9971
0.728,0.729,9974
0.729,0.73,9975
0.73,0.731,9972
0.731,0.732,9973
0.732,0.733,9976
0.733,0.734,9971
0.734,0.735,9969
0.735,0.736,9977
0.736,0.737,9972
0.737,0.738,9974
0.738,0.739,9973
0.739,0.74,9971
0.74,0.741,9976
0.741,0.742,9973
0.742,0.743,9975
0.743,0.744,9970
0.744,0.745,9974
0.745,0.746,9971
0.746,0.747,9977
0.747,0.748,9969
0.748,0.749,9976
0.749,0.75,9973
0.75,0.751,9972
0.751,0.752,9971
0.752,0.753,9978
0.753,0.754,9969
0.754,0.755,9977
0.755,0.756,9969
0.756,0.757,9972
0.757,0.758,9977
0.758,0.759,9973
0.759,0.76,9974
0.76,0.761,9971
0.761,0.762,9974
0.762,0.763,9973
0.763,0.764,9971
0.764,0.765,9972
0.765,0.766,9976
0.766,0.767,9972
0.767,0.768,9973
0.768,0.769,9974
0.769,0.77,9972
0.77,0.771,9972
0.771,0.772,9974
0.772,0.773,9974
0.773,0.774,9972
0.774,0.775,9974
0.775,0.776,9973
0.776,0.777,9971
0.777,0.778,9976
0.778,0.779,9974
0.779,0.78,9969
0.78,0.781,9973
0.781,0.782,9974
0.782,0.783,9974
0.783,0.784,9971
0.784,0.785,9976
0.785,0.786,9972
0.786,0.787,9970
0.787,0.788,9975
0.788,0.789,9977
0.789,0.79,9971
0.79,0.791,9972
0.791,0.792,9973
0.792,0.793,9973
0.793,0.794,9972
0.794,0.795,9976
0.795,0.796,9970
0.796,0.797,9975
0.797,0.798,9972
0.798,0.799,9972
0.799,0.8,9973
0.8,0.801,9973
0.801,0.802,9977
0.802,0.803,9967
0.803,0.804,9980
0.804,0.805,9970
0.805,0.806,9975
0.806,0.807,9973
0.807,0.808,9972
0.808,0.809,9973
0.809,0.81,9969
0.81,0.811,9979
0.811,0.812,9972
0.812,0.813,9971
0.813,0.814,9976
0.814,0.815,9973
0.815,0.816,9970
0.816,0.817,9973
0.817,0.818,9976
0.818,0.819,9971
0.819,0.82,9976
0.82,0.821,9969
0.821,0.822,9975
0.822,0.823,9971
0.823,0.824,9976
0.824,0.825,9973
0.825,0.826,9970
0.826,0.827,9974
0.827,0.828,9971
0.828,0.829,9981
0.829,0.83,9969
0.83,0.831,9973
0.831,0.832,9973
0.832,0.833,9971
0.833,0.834,9975
0.834,0.835,9973
0.835,0.836,9972
0.836,0.837,9974
0.837,0.838,9973
0.838,0.839,9972
0.839,0.84,9974
0.84,0.841,9970
0.841,0.842,9976
0.842,0.843,9975
0.843,0.844,9973
0.844,0.845,9976
0.845,0.846,9969
0.846,0.847,9972
0.847,0.848,9971
0.848,0.849,9976
0.849,0.85,9972
0.85,0.851,9974
0.851,0.852,9971
0.852,0.853,9975
0.853,0.854,9972
0.854,0.855,9977
0.855,0.856,9970
0.856,0.857,9973
0.857,0.858,9971
0.858,0.859,9975
0.859,0.86,9972
0.86,0.861,9975
0.861,0.862,9969
0.862,0.863,9978
0.863,0.864,9973
0.864,0.865,9972
0.865,0.866,9971
0.866,0.867,9975
0.867,0.868,9974
0.868,0.869,9972
0.869,0.87,9974
0.87,0.871,9969
0.871,0.872,9977
0.872,0.873,9974
0.873,0.874,9971
0.874,0.875,9971
0.875,0.876,9975
0.876,0.877,9974
0.877,0.878,9971
0.878,0.879,9975
0.879,0.88,9971
0.88,0.881,9975
0.881,0.882,9973
0.882,0.883,9974
0.883,0.884,9971
0.884,0.885,9974
0.885,0.886,9972
0.886,0.887,9973
0.887,0.888,9975
0.888,0.889,9972
0.889,0.89,9974
0.89,0.891,9972
0.891,0.892,9973
0.892,0.893,9973
0.893,0.894,9975
0.894,0.895,9973
0.895,0.896,9970
0.896,0.897,9976
0.897,0.898,9972
0.898,0.899,9972
0.899,0.9,9975
0.9,0.901,9973
0.901,0.902,9973
0.902,0.903,9972
0.903,0.904,9975
0.904,0.905,9972
0.905,0.906,9973
0.906,0.907,9971
0.907,0.908,9973
0.908,0.909,9974
0.909,0.91,9974
0.91,0.911,9972
0.911,0.912,9974
0.912,0.913,9972
0.913,0.914,9973
0.914,0.915,9975
0.915,0.916,9972
0.916,0.917,9974
0.917,0.918,9970
0.918,0.919,9974
0.919,0.92,9974
0.92,0.921,9971
0.921,0.922,9976
0.922,0.923,9971
0.923,0.924,9974
0.924,0.925,9975
0.925,0.926,9973
0.926,0.927,9971
0.927,0.928,9976
0.928,0.929,9970
0.929,0.93,9977
0.93,0.931,9970
0.931,0.932,9972
0.932,0.933,9974
0.933,0.934,9973
0.934,0.935,9973
0.935,0.936,9973
0.936,0.937,9974
0.937,0.938,9972
0.938,0.939,9973
0.939,0.94,9971
0.94,0.941,9976
0.941,0.942,9975
0.942,0.943,9971
0.943,0.944,9973
0.944,0.945,9974
0.945,0.946,9971
0.946,0.947,9974
0.947,0.948,9974
0.948,0.949,9975
0.949,0.95,9972
0.95,0.951,9972
0.951,0.952,9972
0.952,0.953,9972
0.953,0.954,9974
0.954,0.955,9974
0.955,0.956,9972
0.956,0.957,9968
0.957,0.958,9980
0.958,0.959,9973
0.959,0.96,9973
0.96,0.961,9973
0.961,0.962,9973
0.962,0.963,9962
0.963,0.964,9984
0.964,0.965,9971
0.965,0.966,9977
0.966,0.967,9971
0.967,0.968,9973
0.968,0.969,9972
0.969,0.97,9975
0.97,0.971,9972
0.971,0.972,9974
0.972,0.973,9973
0.973,0.974,9973
0.974,0.975,9973
0.975,0.976,8839
0.976,0.977,11106
0.977,0.978,9975
0.978,0.979,9971
0.979,0.98,9973
0.98,0.981,9974
0.981,0.982,9972
0.982,0.983,9974
0.983,0.984,9974
0.984,0.985,9973
0.985,0.986,9972
0.986,0.987,9964
0.987,0.988,9982
0.988,0.989,9974
0.989,0.99,9972
0.99,0.991,9974
0.991,0.992,9935
0.992,0.993,10011
0.993,0.994,9973
0.994,0.995,9971
0.995,0.996,9975
0.996,0.997,9973
0.997,0.998,9973
0.998,0.999,9973
0.999,1,9974
