bucket_lower,bucket_upper,bucket_value
0.207,0.208,10282
0.208,0.209,10060
0.209,0.21,9962
0.21,0.211,10228
0.211,0.212,9832
0.212,0.213,10140
0.213,0.214,9836
0.214,0.215,10039
0.215,0.216,10011
0.216,0.217,10066
0.217,0.218,9925
0.218,0.219,10036
0.219,0.22,10009
0.22,0.221,10012
0.221,0.222,10012
0.222,0.223,9995
0.223,0.224,10022
0.224,0.225,10011
0.225,0.226,10062
0.226,0.227,9958
0.227,0.228,10015
0.228,0.229,10005
0.229,0.23,9944
0.23,0.231,10079
0.231,0.232,10000
0.232,0.233,10023
0.233,0.234,9948
0.234,0.235,10060
0.235,0.236,10015
0.236,0.237,10015
0.237,0.238,10013
0.238,0.239,10878
0.239,0.24,9135
0.24,0.241,10001
0.241,0.242,10034
0.242,0.243,9989
0.243,0.244,10014
0.244,0.245,10003
0.245,0.246,9937
0.246,0.247,9766
0.247,0.248,10437
0.248,0.249,9893
0.249,0.25,9679
0.25,0.251,10337
0.251,0.252,9972
0.252,0.253,10067
0.253,0.254,10014
0.254,0.255,10035
0.255,0.256,9970
0.256,0.257,10027
0.257,0.258,9973
0.258,0.259,9806
0.259,0.26,10242
0.26,0.261,10003
0.261,0.262,10221
0.262,0.263,10066
0.263,0.264,9782
0.264,0.265,9964
0.265,0.266,10028
0.266,0.267,10578
0.267,0.268,9445
0.268,0.269,10178
0.269,0.27,9849
0.27,0.271,9898
0.271,0.272,10183
0.272,0.273,9933
0.273,0.274,10022
0.274,0.275,10004
0.275,0.276,10030
0.276,0.277,10057
0.277,0.278,9940
0.278,0.279,10017
0.279,0.28,10003
0.28,0.281,10015
0.281,0.282,10015
0.282,0.283,9553
0.283,0.284,10459
0.284,0.285,10020
0.285,0.286,10016
0.286,0.287,10009
0.287,0.288,10010
0.288,0.289,9998
0.289,0.29,10016
0.29,0.291,9992
0.291,0.292,9993
0.292,0.293,10032
0.293,0.294,10022
0.294,0.295,9914
0.295,0.296,10091
0.296,0.297,10003
0.297,0.298,10260
0.298,0.299,9877
0.299,0.3,9942
0.3,0.301,9734
0.301,0.302,9978
0.302,0.303,10319
0.303,0.304,9960
0.304,0.305,9955
0.305,0.306,9980
0.306,0.307,10046
0.307,0.308,10238
0.308,0.309,9884
0.309,0.31,9820
0.31,0.311,9948
0.311,0.312,10290
0.312,0.313,10116
0.313,0.314,9992
0.314,0.315,9831
0.315,0.316,9723
0.316,0.317,10186
0.317,0.318,10079
0.318,0.319,10444
0.319,0.32,9548
0.32,0.321,10109
0.321,0.322,10077
0.322,0.323,9551
0.323,0.324,10435
0.324,0.325,9962
0.325,0.326,9981
0.326,0.327,10060
0.327,0.328,10043
0.328,0.329,9790
0.329,0.33,9948
0.33,0.331,10109
0.331,0.332,10130
0.332,0.333,10020
0.333,0.334,10137
0.334,0.335,9776
0.335,0.336,10103
0.336,0.337,10365
0.337,0.338,9676
0.338,0.339,10002
0.339,0.34,10022
0.34,0.341,10010
0.341,0.342,10408
0.342,0.343,9535
0.343,0.344,10089
0.344,0.345,10039
0.345,0.346,10528
0.346,0.347,9535
0.347,0.348,9847
0.348,0.349,10094
0.349,0.35,10020
0.35,0.351,10117
0.351,0.352,9897
0.352,0.353,10009
0.353,0.354,10311
0.354,0.355,9700
0.355,0.356,10021
0.356,0.357,9937
0.357,0.358,10166
0.358,0.359,10013
0.359,0.36,9941
0.36,0.361,9978
0.361,0.362,9985
0.362,0.363,9965
0.363,0.364,10079
0.364,0.365,10029
0.365,0.366,10084
0.366,0.367,9694
0.367,0.368,10244
0.368,0.369,10026
0.369,0.37,9998
0.37,0.371,9954
0.371,0.372,10026
0.372,0.373,10011
0.373,0.374,10085
0.374,0.375,10029
0.375,0.376,10241
0.376,0.377,9676
0.377,0.378,10106
0.378,0.379,9767
0.379,0.38,9973
0.38,0.381,10290
0.381,0.382,9994
0.382,0.383,9964
0.383,0.384,10020
0.384,0.385,9995
0.385,0.386,10020
0.386,0.387,10139
0.387,0.388,9722
0.388,0.389,10293
0.389,0.39,9660
0.39,0.391,10191
0.391,0.392,10063
0.392,0.393,9938
0.393,0.394,10173
0.394,0.395,10039
0.395,0.396,9964
0.396,0.397,9957
0.397,0.398,9993
0.398,0.399,10201
0.399,0.4,9806
0.4,0.401,9963
0.401,0.402,10068
0.402,0.403,9975
0.403,0.404,10200
0.404,0.405,10156
0.405,0.406,9661
0.406,0.407,10328
0.407,0.408,9730
0.408,0.409,9932
0.409,0.41,10177
0.41,0.411,9873
0.411,0.412,10066
0.412,0.413,10018
0.413,0.414,9982
0.414,0.415,10396
0.415,0.416,9450
0.416,0.417,10254
0.417,0.418,9993
0.418,0.419,9986
0.419,0.42,9978
0.42,0.421,10217
0.421,0.422,9294
0.422,0.423,10434
0.423,0.424,10022
0.424,0.425,10129
0.425,0.426,10010
0.426,0.427,9343
0.427,0.428,10697
0.428,0.429,10047
0.429,0.43,9742
0.43,0.431,10258
0.431,0.432,10170
0.432,0.433,9812
0.433,0.434,9979
0.434,0.435,9442
0.435,0.436,10618
0.436,0.437,9837
0.437,0.438,9922
0.438,0.439,10473
0.439,0.44,9797
0.44,0.441,9942
0.441,0.442,10010
0.442,0.443,9884
0.443,0.444,10197
0.444,0.445,10166
0.445,0.446,9793
0.446,0.447,10065
0.447,0.448,10000
0.448,0.449,10041
0.449,0.45,9987
0.45,0.451,10081
0.451,0.452,9858
0.452,0.453,10056
0.453,0.454,10153
0.454,0.455,9867
0.455,0.456,9839
0.456,0.457,10137
0.457,0.458,11016
0.458,0.459,9133
0.459,0.46,10349
0.46,0.461,9557
0.461,0.462,10000
0.462,0.463,10019
0.463,0.464,9902
0.464,0.465,10710
0.465,0.466,9319
0.466,0.467,10384
0.467,0.468,9918
0.468,0.469,9884
0.469,0.47,9927
0.47,0.471,10170
0.471,0.472,9983
0.472,0.473,9331
0.473,0.474,11049
0.474,0.475,9908
0.475,0.476,9992
0.476,0.477,10191
0.477,0.478,9784
0.478,0.479,9733
0.479,0.48,10136
0.48,0.481,9721
0.481,0.482,10167
0.482,0.483,9669
0.483,0.484,10788
0.484,0.485,9558
0.485,0.486,10032
0.486,0.487,9969
0.487,0.488,10161
0.488,0.489,9410
0.489,0.49,10362
0.49,0.491,10280
0.491,0.492,9930
0.492,0.493,9943
0.493,0.494,9912
0.494,0.495,10366
0.495,0.496,9853
0.496,0.497,9949
0.497,0.498,10027
0.498,0.499,9729
0.499,0.5,10494
0.5,0.501,9654
0.501,0.502,10135
0.502,0.503,10042
0.503,0.504,10683
0.504,0.505,9106
0.505,0.506,10202
0.506,0.507,9901
0.507,0.508,10172
0.508,0.509,10229
0.509,0.51,9454
0.51,0.511,10440
0.511,0.512,9791
0.512,0.513,7997
0.513,0.514,10043
0.514,0.515,12516
0.515,0.516,10575
0.516,0.517,9079
0.517,0.518,12093
0.518,0.519,8596
0.519,0.52,8624
0.52,0.521,10697
0.521,0.522,10212
0.522,0.523,9868
0.523,0.524,9913
0.524,0.525,10100
0.525,0.526,9695
0.526,0.527,10970
0.527,0.528,8785
0.528,0.529,10160
0.529,0.53,10376
0.53,0.531,9633
0.531,0.532,9862
0.532,0.533,10736
0.533,0.534,10194
0.534,0.535,8965
0.535,0.536,10718
0.536,0.537,10132
0.537,0.538,9863
0.538,0.539,10027
0.539,0.54,9490
0.54,0.541,9647
0.541,0.542,11052
0.542,0.543,9829
0.543,0.544,9490
0.544,0.545,10480
0.545,0.546,10037
0.546,0.547,9895
0.547,0.548,10052
0.548,0.549,10060
0.549,0.55,9997
0.55,0.551,8860
0.551,0.552,11071
0.552,0.553,10588
0.553,0.554,9508
0.554,0.555,10082
0.555,0.556,10007
0.556,0.557,10242
0.557,0.558,10444
0.558,0.559,9351
0.559,0.56,9911
0.56,0.561,11015
0.561,0.562,9420
0.562,0.563,9682
0.563,0.564,9969
0.564,0.565,9999
0.565,0.566,9823
0.566,0.567,10228
0.567,0.568,10044
0.568,0.569,9968
0.569,0.57,10115
0.57,0.571,9835
0.571,0.572,10057
0.572,0.573,10021
0.573,0.574,9971
0.574,0.575,10015
0.575,0.576,10018
0.576,0.577,10943
0.577,0.578,9159
0.578,0.579,10578
0.579,0.58,9689
0.58,0.581,9411
0.581,0.582,10318
0.582,0.583,9687
0.583,0.584,10360
0.584,0.585,10049
0.585,0.586,9940
0.586,0.587,9855
0.587,0.588,9905
0.588,0.589,10269
0.589,0.59,10020
0.59,0.591,9997
0.591,0.592,9450
0.592,0.593,10153
0.593,0.594,10366
0.594,0.595,10071
0.595,0.596,9756
0.596,0.597,11055
0.597,0.598,9161
0.598,0.599,10094
0.599,0.6,10076
0.6,0.601,9606
0.601,0.602,10484
0.602,0.603,9825
0.603,0.604,10048
0.604,0.605,9887
0.605,0.606,10180
0.606,0.607,9855
0.607,0.608,9884
0.608,0.609,10324
0.609,0.61,9893
0.61,0.611,10089
0.611,0.612,9889
0.612,0.613,10101
0.613,0.614,9625
0.614,0.615,10409
0.615,0.616,9924
0.616,0.617,10078
0.617,0.618,9996
0.618,0.619,9901
0.619,0.62,10161
0.62,0.621,9801
0.621,0.622,10186
0.622,0.623,10238
0.623,0.624,9719
0.624,0.625,10069
0.625,0.626,10005
0.626,0.627,10104
0.627,0.628,9690
0.628,0.629,10210
0.629,0.63,10015
0.63,0.631,9479
0.631,0.632,10614
0.632,0.633,9955
0.633,0.634,10037
0.634,0.635,10304
0.635,0.636,9739
0.636,0.637,9890
0.637,0.638,10087
0.638,0.639,10056
0.639,0.64,9955
0.64,0.641,9983
0.641,0.642,9648
0.642,0.643,10386
0.643,0.644,9911
0.644,0.645,10146
0.645,0.646,10016
0.646,0.647,10016
0.647,0.648,10007
0.648,0.649,9943
0.649,0.65,10075
0.65,0.651,9996
0.651,0.652,10002
0.652,0.653,9994
0.653,0.654,10025
0.654,0.655,10026
0.655,0.656,9975
0.656,0.657,10037
0.657,0.658,10003
0.658,0.659,9996
0.659,0.66,10025
0.66,0.661,10011
0.661,0.662,10013
0.662,0.663,9966
0.663,0.664,10046
0.664,0.665,10013
0.665,0.666,10007
0.666,0.667,10019
0.667,0.668,10000
0.668,0.669,10035
0.669,0.67,10028
0.67,0.671,9979
0.671,0.672,9989
0.672,0.673,10028
0.673,0.674,9994
0.674,0.675,10022
0.675,0.676,10015
0.676,0.677,9904
0.677,0.678,10086
0.678,0.679,10052
0.679,0.68,10006
0.68,0.681,9948
0.681,0.682,10082
0.682,0.683,9934
0.683,0.684,10063
0.684,0.685,9995
0.685,0.686,9844
0.686,0.687,10191
0.687,0.688,10109
0.688,0.689,9909
0.689,0.69,9999
0.69,0.691,9987
0.691,0.692,10039
0.692,0.693,10018
0.693,0.694,10009
0.694,0.695,10007
0.695,0.696,10018
0.696,0.697,9997
0.697,0.698,10000
0.698,0.699,9970
0.699,0.7,10067
0.7,0.701,10005
0.701,0.702,9981
0.702,0.703,10014
0.703,0.704,10042
0.704,0.705,10029
0.705,0.706,9977
0.706,0.707,10022
0.707,0.708,9969
0.708,0.709,10063
0.709,0.71,10002
0.71,0.711,10012
0.711,0.712,10003
0.712,0.713,10011
0.713,0.714,10019
0.714,0.715,10002
0.715,0.716,10008
0.716,0.717,10014
0.717,0.718,10010
0.718,0.719,10013
0.719,0.72,10007
0.72,0.721,9995
0.721,0.722,10036
0.722,0.723,9987
0.723,0.724,10008
0.724,0.725,10019
0.725,0.726,10011
0.726,0.727,10006
0.727,0.728,10026
0.728,0.729,9986
0.729,0.73,10035
0.73,0.731,9981
0.731,0.732,9956
0.732,0.733,10056
0.733,0.734,10053
0.734,0.735,9998
0.735,0.736,10010
0.736,0.737,9996
0.737,0.738,10018
0.738,0.739,9999
0.739,0.74,10025
0.74,0.741,10000
0.741,0.742,10017
0.742,0.743,10008
0.743,0.744,10011
0.744,0.745,10001
0.745,0.746,10024
0.746,0.747,9884
0.747,0.748,10122
0.748,0.749,11131
0.749,0.75,8831
0.75,0.751,9935
0.751,0.752,10157
0.752,0.753,9998
0.753,0.754,10017
0.754,0.755,10014
0.755,0.756,10005
0.756,0.757,10001
0.757,0.758,10021
0.758,0.759,10003
0.759,0.76,10013
0.76,0.761,10012
0.761,0.762,10012
0.762,0.763,10010
0.763,0.764,10006
0.764,0.765,9943
0.765,0.766,10077
0.766,0.767,10008
0.767,0.768,10038
0.768,0.769,9985
0.769,0.77,10072
0.77,0.771,9954
0.771,0.772,10011
0.772,0.773,9998
0.773,0.774,10023
0.774,0.775,10016
0.775,0.776,9982
0.776,0.777,10031
0.777,0.778,10006
0.778,0.779,9989
0.779,0.78,10018
0.78,0.781,9943
0.781,0.782,9396
0.782,0.783,10734
0.783,0.784,9962
0.784,0.785,10018
0.785,0.786,10020
0.786,0.787,9838
0.787,0.788,10201
0.788,0.789,9911
0.789,0.79,9926
0.79,0.791,10182
0.791,0.792,9998
0.792,0.793,10018
0.793,0.794,10028
0.794,0.795,9959
0.795,0.796,10039
0.796,0.797,9945
0.797,0.798,10073
0.798,0.799,10003
0.799,0.8,10049
0.8,0.801,9980
0.801,0.802,10013
0.802,0.803,10012
0.803,0.804,10008
0.804,0.805,10000
0.805,0.806,10014
0.806,0.807,10009
0.807,0.808,10017
0.808,0.809,10006
0.809,0.81,10038
0.81,0.811,9975
0.811,0.812,10064
0.812,0.813,9967
0.813,0.814,10003
0.814,0.815,10026
0.815,0.816,9983
0.816,0.817,10026
0.817,0.818,10029
0.818,0.819,9992
0.819,0.82,10018
0.82,0.821,10025
0.821,0.822,9981
0.822,0.823,10026
0.823,0.824,10002
0.824,0.825,8270
0.825,0.826,11697
0.826,0.827,10057
0.827,0.828,10036
0.828,0.829,9683
0.829,0.83,10313
0.83,0.831,10012
0.831,0.832,10008
0.832,0.833,9998
0.833,0.834,10064
0.834,0.835,9963
0.835,0.836,10019
0.836,0.837,10007
0.837,0.838,9946
0.838,0.839,10038
0.839,0.84,9978
0.84,0.841,9968
0.841,0.842,10119
0.842,0.843,10022
0.843,0.844,10008
0.844,0.845,9996
0.845,0.846,10013
0.846,0.847,10006
0.847,0.848,10003
0.848,0.849,10062
0.849,0.85,9974
0.85,0.851,9969
0.851,0.852,10049
0.852,0.853,10020
0.853,0.854,10082
0.854,0.855,9926
0.855,0.856,10015
0.856,0.857,10060
0.857,0.858,9956
0.858,0.859,9993
0.859,0.86,10027
0.86,0.861,10013
0.861,0.862,10004
0.862,0.863,10012
0.863,0.864,10016
0.864,0.865,10005
0.865,0.866,9983
0.866,0.867,10072
0.867,0.868,9975
0.868,0.869,10008
0.869,0.87,10013
0.87,0.871,10001
0.871,0.872,10049
0.872,0.873,9971
0.873,0.874,10016
0.874,0.875,9978
0.875,0.876,10093
0.876,0.877,9961
0.877,0.878,9745
0.878,0.879,10173
0.879,0.88,10026
0.88,0.881,10153
0.881,0.882,9911
0.882,0.883,10043
0.883,0.884,9991
0.884,0.885,10004
0.885,0.886,9950
0.886,0.887,10105
0.887,0.888,10015
0.888,0.889,10014
0.889,0.89,10017
0.89,0.891,10005
0.891,0.892,9993
0.892,0.893,10047
0.893,0.894,9991
0.894,0.895,10017
0.895,0.896,9966
0.896,0.897,10019
0.897,0.898,9985
0.898,0.899,10077
0.899,0.9,10062
0.9,0.901,9928
0.901,0.902,10002
0.902,0.903,10051
0.903,0.904,9982
0.904,0.905,10031
0.905,0.906,9988
0.906,0.907,10020
0.907,0.908,10010
0.908,0.909,10000
0.909,0.91,10008
0.91,0.911,10005
0.911,0.912,10036
0.912,0.913,10032
0.913,0.914,9956
0.914,0.915,9997
0.915,0.916,9861
0.916,0.917,10237
0.917,0.918,10017
0.918,0.919,9947
0.919,0.92,10013
0.92,0.921,10034
0.921,0.922,9654
0.922,0.923,10329
0.923,0.924,10025
0.924,0.925,10010
0.925,0.926,10009
0.926,0.927,9990
0.927,0.928,10047
0.928,0.929,9981
0.929,0.93,8564
0.93,0.931,11467
0.931,0.932,10012
0.932,0.933,10013
0.933,0.934,10014
0.934,0.935,10013
0.935,0.936,10007
0.936,0.937,10013
0.937,0.938,9997
0.938,0.939,9383
0.939,0.94,10638
0.94,0.941,10046
0.941,0.942,9551
0.942,0.943,10813
0.943,0.944,9450
0.944,0.945,10192
0.945,0.946,9934
0.946,0.947,9990
0.947,0.948,10114
0.948,0.949,10474
0.949,0.95,9565
0.95,0.951,9999
0.951,0.952,10037
0.952,0.953,9962
0.953,0.954,10015
0.954,0.955,9876
0.955,0.956,10110
0.956,0.957,10226
0.957,0.958,9872
0.958,0.959,9919
0.959,0.96,9655
0.96,0.961,10405
0.961,0.962,10103
0.962,0.963,10046
0.963,0.964,9959
0.964,0.965,9590
0.965,0.966,10304
0.966,0.967,10250
0.967,0.968,9776
0.968,0.969,9792
0.969,0.97,10362
0.97,0.971,10023
0.971,0.972,9909
0.972,0.973,10026
0.973,0.974,9996
0.974,0.975,10005
0.975,0.976,10017
0.976,0.977,10040
0.977,0.978,9973
0.978,0.979,9971
0.979,0.98,10054
0.98,0.981,10010
0.981,0.982,10057
0.982,0.983,9973
0.983,0.984,10033
0.984,0.985,9970
0.985,0.986,10003
0.986,0.987,10026
0.987,0.988,10003
0.988,0.989,10016
0.989,0.99,10003
0.99,0.991,9950
0.991,0.992,10042
0.992,0.993,10025
0.993,0.994,10030
0.994,0.995,10003
0.995,0.996,10008
0.996,0.997,10018
0.997,0.998,10012
0.998,0.999,10008
0.999,1,5005
